variable,value,Label
V032,Variable Label,Office editor
V034,Variable Label,Line number of husband
V034,0,Husband not in household
V040,Variable Label,Cluster altitude in meters
V042,Variable Label,Household selected for hemoglobin
V042,0,Not selected
V042,1,Selected
V044,Variable Label,Selected for Domestic Violence module
V044,0,Woman not selected
V044,1,Woman selected and interviewed
V044,2,"Woman selected, but privacy not possible"
V044,3,"Woman selected, but not interviewed"
V101,Variable Label,Region
V101,1,Caprivi
V101,2,Erongo
V101,3,Hardap
V101,4,Karas
V101,5,Kavango
V101,6,Khomas
V101,7,Kunene
V101,8,Ohangwena
V101,9,Omaheke
V101,10,Omusati
V101,11,Oshana
V101,12,Oshikoto
V101,13,Otjozondjupa
V102,Variable Label,Type of place of residence
V102,1,Urban
V102,2,Rural
V103,Variable Label,NA - Childhood place of residence
V103,0,"Capital, large city"
V103,1,City
V103,2,Town
V103,3,Countryside
V103,4,Abroad
V104,Variable Label,NA - Years lived in place of residence
V104,95,Always
V104,96,Visitor
V104,97,Inconsistent
V104,98,Don't know
V105,Variable Label,NA - Type of place of previous residence
V105,0,"Capital, large city"
V105,1,City
V105,2,Town
V105,3,Countryside
V105,4,Abroad
V106,Variable Label,Highest educational level
V106,0,No education
V106,1,Primary
V106,2,Secondary
V106,3,Higher
V107,Variable Label,Highest year of education
V107,0,No years completed at level V106
V113,Variable Label,Source of drinking water
V113,10,PIPED WATER
V113,11,Piped into dwelling
V113,12,Piped to yard/plot
V113,13,Public tap/standpipe
V113,20,TUBE WELL WATER
V113,21,Tube well or borehole
V113,30,DUG WELL (OPEN/PROTECTED)
V113,31,Protected well
V113,32,Unprotected well
V113,40,SURFACE WATER
V113,41,Protected spring
V113,42,Unprotected spring
V113,43,River/dam/lake/ponds/stream/canal/irrigation channel
V113,51,Rainwater
V113,61,Tanker truck
V113,62,Cart with small tank
V113,71,Bottled water
V113,96,Other
V113,97,Not a dejure resident
V115,Variable Label,Time to get to water source
V115,996,On premises
V115,997,Not a dejure resident
V115,998,Don't know
V116,Variable Label,Type of toilet facility
V116,10,FLUSH TOILET
V116,11,Flush to piped sewer system
V116,12,Flush to septic tank
V116,13,Flush to pit latrine
V116,14,Flush to somewhere else
V116,15,"Flush, don't know where"
V116,20,PIT TOILET LATRINE
V116,21,Ventilated Improved Pit latrine (VIP)
V116,22,Pit latrine with slab
V116,23,Pit latrine without slab/open pit
V116,30,NO FACILITY
V116,31,No facility/bush/field
V116,41,Composting toilet
V116,42,Bucket toilet
V116,43,Hanging toilet/latrine
V116,96,Other
V116,97,Not a dejure resident
V119,Variable Label,Household has: electricity
V119,0,No
V119,1,Yes
V119,7,Not a dejure resident
V120,Variable Label,Household has: radio
V120,0,No
V120,1,Yes
V120,7,Not a dejure resident
V121,Variable Label,Household has: television
V121,0,No
V121,1,Yes
V121,7,Not a dejure resident
V122,Variable Label,Household has: refrigerator
V122,0,No
V122,1,Yes
V122,7,Not a dejure resident
V123,Variable Label,Household has: bicycle
V123,0,No
V123,1,Yes
V123,7,Not a dejure resident
V124,Variable Label,Household has: motorcycle/scooter
V124,0,No
V124,1,Yes
V124,7,Not a dejure resident
V125,Variable Label,Household has: car/truck
V125,0,No
V125,1,Yes
V125,7,Not a dejure resident
V127,Variable Label,Main floor material
V127,10,NATURAL
V127,20,RUDIMENTARY
V127,30,FINISHED
V127,96,Other
V127,97,Not a dejure resident
V128,Variable Label,Main wall material
V128,11,No walls
V128,12,Cane / palm / trunks
V128,13,Dirt
V128,21,Bamboo with mud/clay/dung
V128,22,Sticks with mud/clay/dung
V128,23,Stone with mud
V128,24,Uncovered adobe
V128,25,Plywood
V128,26,Cardboard
V128,27,Reused wood
V128,31,Cement
V128,32,Stone with lime / cement
V128,33,Bricks
V128,34,Cement blocks/cement stones
V128,35,Covered adobe
V128,36,Wood planks / shingles
V128,37,Corrugated iron/zinc
V128,38,Tin
V128,96,Other
V128,97,Not a dejure resident
V129,Variable Label,Main roof material
V129,11,No roof
V129,12,Thatch/palm leaf/ grass
V129,13,Sod
V129,21,Rustic mat
V129,22,Palm/bamboo
V129,23,Wood planks
V129,24,Cardboard
V129,25,Sticks with mud and dung
V129,26,Plastic/PVC
V129,31,Corrugated iron sheet
V129,32,Wood
V129,33,Calamine/cement fiber
V129,34,Ceramic/brick tiles
V129,35,Cement
V129,36,Roofing shingles
V129,37,Tin
V129,38,Asbestos sheet
V129,39,Slate
V129,96,Other
V129,97,Not a dejure resident
V130,Variable Label,Religion
V130,1,Roman catholic
V130,2,Protestant/Anglican
V130,3,Elcin
V130,4,Seventh-day adventist
V130,5,No religion
V130,96,Other
V131,Variable Label,NA - Ethnicity
V133,Variable Label,Education in single years
V133,97,Inconsistent
V134,Variable Label,NA - De facto place of residence
V134,0,"Capital, large city"
V134,1,Small city
V134,2,Town
V134,3,Countryside
V135,Variable Label,Usual resident or visitor
V135,1,Usual resident
V135,2,Visitor
V136,Variable Label,Number of household members (listed)
V137,Variable Label,Number of children 5 and under in household (de jure)
V138,Variable Label,Number of eligible women in household (de facto)
V139,Variable Label,De jure region of residence
V139,1,Caprivi
V139,2,Erongo
V139,3,Hardap
V139,4,Karas
V139,5,Kavango
V139,6,Khomas
V139,7,Kunene
V139,8,Ohangwena
V139,9,Omaheke
V139,10,Omusati
V139,11,Oshana
V139,12,Oshikoto
V139,13,Otjozondjupa
V139,97,Not a dejure resident
V140,Variable Label,De jure type of place of residence
V140,0,Abroad
V140,1,Urban
V140,2,Rural
V140,7,Not a dejure resident
V141,Variable Label,NA - De jure place of residence
V141,0,"Capital, large city"
V141,1,City
V141,2,Town
V141,3,Countryside
V141,4,Abroad
V141,7,Not a dejure resident
V149,Variable Label,Educational attainment
V149,0,No education
V149,1,Incomplete primary
V149,2,Complete primary
V149,3,Incomplete secondary
V149,4,Complete secondary
V149,5,Higher
V150,Variable Label,Relationship to household head
V150,1,Head
V150,2,Wife
V150,3,Daughter
V150,4,Daughter-in-law
V150,5,Granddaughter
V150,6,Mother
V150,7,Mother-in-law
V150,8,Sister
V150,9,Co-spouse
V150,10,Other relative
V150,11,Adopted/foster child
V150,12,Not related
V150,98,Don't know
V151,Variable Label,Sex of household head
V151,1,Male
V151,2,Female
V152,Variable Label,Age of household head
V152,97,97+
V152,98,Don't know
V153,Variable Label,Household has: telephone (land-line)
V153,0,No
V153,1,Yes
V153,7,Not a dejure resident
V155,Variable Label,Literacy
V155,0,Cannot read at all
V155,1,Able to read only parts of sentence
V155,2,Able to read whole sentence
V155,3,No card with required language
V155,4,Blind/visually impaired
V156,Variable Label,Ever participated in a literacy program outside of primary
V156,0,No
V156,1,Yes
V157,Variable Label,Frequency of reading newspaper or magazine
V157,0,Not at all
V157,1,Less than once a week
V157,2,At least once a week
V157,3,Almost every day
V158,Variable Label,Frequency of listening to radio
V158,0,Not at all
V158,1,Less than once a week
V158,2,At least once a week
V158,3,Almost every day
V159,Variable Label,Frequency of watching television
V159,0,Not at all
V159,1,Less than once a week
V159,2,At least once a week
V159,3,Almost every day
V160,Variable Label,Toilet facilities shared with other households
V160,0,No
V160,1,Yes
V160,7,Not a dejure resident
V161,Variable Label,Type of cooking fuel
V161,1,Electricity
V161,2,LPG
V161,3,Natural gas
V161,4,Biogas
V161,5,Kerosene
V161,6,"Coal, lignite"
V161,7,Charcoal
V161,8,Wood
V161,9,Straw/shrubs/grass
V161,10,Agricultural crop
V161,11,Animal dung
V161,95,No food cooked in house
V161,96,Other
V161,97,Not a dejure resident
V166,Variable Label,NA - Result of salt test for iodine
V166,0,0 ppm (no iodine)
V166,7,7 ppm
V166,15,15 ppm
V166,30,30 ppm
V166,994,Salt not tested
V166,995,No salt
V166,997,Not a dejure resident
V167,Variable Label,Number of trips in last 12 months
V167,0,None
V167,90,90+
V168,Variable Label,Away for more than one month in last 12 months
V168,0,No
V168,1,Yes
V190,Variable Label,Wealth index
V190,1,Poorest
V190,2,Poorer
V190,3,Middle
V190,4,Richer
V190,5,Richest
V191,Variable Label,Wealth index factor score (5 decimals)
V201,Variable Label,Total children ever born
V202,Variable Label,Sons at home
V203,Variable Label,Daughters at home
V204,Variable Label,Sons elsewhere
V205,Variable Label,Daughters elsewhere
V206,Variable Label,Sons who have died
V207,Variable Label,Daughters who have died
V208,Variable Label,Births in last five years
V208,0,No births
V209,Variable Label,Births in past year
V209,0,No births
V210,Variable Label,Births in month of interview
V211,Variable Label,Date of first birth (CMC)
V212,Variable Label,Age of respondent at 1st birth
V213,Variable Label,Currently pregnant
V213,0,No or unsure
V213,1,Yes
V214,Variable Label,Duration of current pregnancy
V215,Variable Label,Time since last menstrual period
V215,100,Day of interview
V215,101,Days: 1
V215,199,Days: number missing
V215,201,Weeks: 1
V215,299,Weeks: number missing
V215,301,Months: 1
V215,399,Months: number missing
V215,401,Years: 1
V215,499,Years: number missing
V215,994,In menopause/had hysterectomy
V215,995,Before last birth
V215,996,Never menstruated
V215,997,Inconsistent
V215,998,Don't know
V216,Variable Label,Menstruated in last six weeks
V216,0,No
V216,1,Yes
V217,Variable Label,Knowledge of ovulatory cycle
V217,1,During her period
V217,2,After period ended
V217,3,Middle of the cycle
V217,4,Before period begins
V217,5,At any time
V217,6,Other
V217,8,Don't know
V218,Variable Label,Number of living children
V219,Variable Label,Living children + current pregnancy
V220,Variable Label,Living children + current pregnancy (grouped)
V220,6,6+
V221,Variable Label,Marriage to first birth interval (months)
V221,996,Negative interval
V222,Variable Label,Last birth to interview (months)
V223,Variable Label,Completeness of current pregnancy information
V223,7,Month - exact date
V223,8,None - date placed
V224,Variable Label,Entries in birth history
V225,Variable Label,Current pregnancy wanted
V225,1,Then
V225,2,Later
V225,3,Not at all
V226,Variable Label,Time since last period (comp) (months)
V226,994,In menopause
V226,995,Before last birth
V226,996,Never menstruated
V226,997,Inconsistent
V226,998,Don't know
V227,Variable Label,Flag for last period
V227,0,No flag
V227,1,N > interval since birth
V227,2,N + amen. > interval
V227,3,"N, but period not returned"
V227,4,"95, but no birth"
V227,5,"95, but period returned"
V227,6,"96, but period returned"
V227,7,"N, last period during pregnancy"
V227,8,"96, had children"
V227,9,"N, period before last birth"
V228,Variable Label,Ever had a terminated pregnancy
V228,0,No
V228,1,Yes
V229,Variable Label,Month pregnancy ended
V229,97,Inconsistent
V229,98,Don't know
V230,Variable Label,Year pregnancy ended
V230,9997,Inconsistent
V230,9998,Don't know
V231,Variable Label,CMC pregnancy ended
V231,9997,Inconsistent
V231,9998,Don't know
V232,Variable Label,Completeness of last termination information
V232,1,Month and year
V232,2,From calendar
V232,5,Year
V232,7,Month
V232,8,None
V233,Variable Label,Months when pregnancy ended
V233,97,Inconsistent
V233,98,Don't know
V234,Variable Label,Other such pregnancies
V234,0,No
V234,1,Yes
V235,Variable Label,Index last child prior to maternity-health (calendar)
V235,0,No prior child
V237,Variable Label,Birth between last and interview
V237,0,No
V237,1,Yes
V238,Variable Label,Births in last three years
V239,Variable Label,Pregnancies terminated before calendar beginning
V239,0,No
V239,1,Yes
V240,Variable Label,Month of last termination prior to calendar
V240,97,Inconsistent
V240,98,Don't know
V241,Variable Label,Year of last termination prior to calendar
V241,9997,Inconsistent
V241,9998,Don't know
V242,Variable Label,CMC termination ended prior to calendar
V242,9997,Inconsistent
V242,9998,Don't know
V243,Variable Label,Completeness of last termination date prior to calendar
V243,1,Month and year
V243,2,From calendar
V243,5,Year
V243,7,Month
V243,8,None
V310,Variable Label,NA - Living children at first use
V311,Variable Label,NA - Children at first use (grouped)
V311,4,4+
V311,5,Never used
V312,Variable Label,Current contraceptive method
V312,0,Not using
V312,1,Pill
V312,2,IUD
V312,3,Injections
V312,4,Diaphragm
V312,5,Condom
V312,6,Female sterilization
V312,7,Male sterilization
V312,8,Periodic abstinence
V312,9,Withdrawal
V312,10,Other
V312,11,Implants/Norplant
V312,12,Abstinence
V312,13,Lactational amenorrhea (LAM)
V312,14,Female condom
V312,15,Foam or jelly
V312,17,Oher modern method
V312,18,Contraceptive patch
V312,19,Specific method 2
V312,20,Specific method 3
V313,Variable Label,Current use by method type
V313,0,No method
V313,1,Folkloric method
V313,2,Traditional method
V313,3,Modern method
V315,Variable Label,Month of start of use of method
V316,Variable Label,Year of start of use of method
V317,Variable Label,Date of start of use of method (CMC)
V318,Variable Label,Completeness of information
V318,1,Month and year - information complete
V318,5,"Year - month imputed, age calculated"
V318,7,Month - date placed
V318,8,None - date placed
V318,9,From calendar
V319,Variable Label,Years since sterilization
V319,1,<2
V319,2,2-3
V319,3,4-5
V319,4,6-7
V319,5,8-9
V319,6,10+
V320,Variable Label,Age at sterilization
V320,1,<25
V320,2,25-29
V320,3,30-34
V320,4,35-39
V320,5,40-44
V320,6,45-49
V321,Variable Label,Marital duration at sterilization
V321,0,"Single, before marriage"
V321,1,0-4
V321,2,5-9
V321,3,10-14
V321,4,15-19
V321,5,20-24
V321,6,25+
V322,Variable Label,Parity at sterilization
V322,5,5+
V323,Variable Label,Brand of pill used
V323,1,Ovral
V323,2,Micronovum
V323,3,Triphasil
V323,4,Nordette
V323,96,Other
V323,98,Don't know
V323A,Variable Label,Brand of condom used
V323A,1,SMILE
V323A,2,COOL RIDER
V323A,3,SENSE
V323A,4,FEMIDOM
V323A,96,Other
V323A,98,Don't know
V325A,Variable Label,NA - Cost of current method (in CURRENCY)
V325A,9999995,Free
V325A,9999998,Don't know
V326,Variable Label,Last source for current users
V326,11,Government hospital
V326,12,Government health center
V326,13,Government primary health care clinic
V326,14,Outreach point
V326,15,Mobile clinic
V326,16,Field worker/community healthcare provider
V326,17,Other public
V326,21,Private hospital
V326,22,Private clinic
V326,23,Pharmacy
V326,24,Private doctor
V326,26,Other private medical
V326,31,Shop
V326,32,Church
V326,33,Friend/relative
V326,34,School
V326,96,Other
V327,Variable Label,Last source for users by type
V327,1,Government clinic/pharmacy
V327,2,Government home/community delivery
V327,3,NGO
V327,4,Private clinic/delivery
V327,5,Pharmacy
V327,6,"Shop, church, friend"
V327,7,Other
V327,8,Don't know
V337,Variable Label,Months of use of current method
V337,95,All calendar {A core}
V337,96,96+ {B core}
V337,997,Inconsistent
V337,998,Don't know
V359,Variable Label,Last method discontinued in last 5 years
V359,1,Pill
V359,2,IUD
V359,3,Injections
V359,4,Diaphragm
V359,5,Condom
V359,6,Female sterilization
V359,7,Male sterilization
V359,8,Periodic abstinence
V359,9,Withdrawal
V359,10,Other
V359,11,Norplant
V359,12,Abstinence
V359,13,Lactational amenorrhea
V359,14,Female condom
V359,15,Foam or jelly
V359,17,Other modern method
V359,18,Contraceptive patch
V359,19,Specific method 3
V359,20,Specific method 4
V360,Variable Label,Reason of last discontinuation
V360,1,Became pregnant
V360,2,Wanted to become pregnant
V360,3,Husband disapproved
V360,4,Side effects
V360,5,Health concerns
V360,6,"Access, availability"
V360,7,Wanted more effective method
V360,8,Inconvenient to use
V360,9,"Infrequent sex, husband away"
V360,10,Cost
V360,11,Fatalistic
V360,12,"Difficult pregnancy, menopause"
V360,13,Marital dissolution
V360,14,Other
V360,98,Don't know
V361,Variable Label,Pattern of use
V361,1,Currently using
V361,2,Used since last birth
V361,3,Used before last birth
V361,4,Never used
V362,Variable Label,Intention to use
V362,1,In next 12 months
V362,2,Use later
V362,3,Unsure about timing
V362,4,Unsure about use
V362,5,Does not intend
V362,6,Never had sex
V363,Variable Label,NA - Preferred future method
V363,1,Pill
V363,2,IUD
V363,3,Injections
V363,4,Diaphragm
V363,5,Condom
V363,6,Female sterilization
V363,7,Male sterilization
V363,8,Periodic abstinence
V363,9,Withdrawal
V363,10,Other
V363,11,Norplant
V363,12,Abstinence
V363,13,Lactational amenorrhea
V363,14,Female condom
V363,15,Foam or jelly
V363,17,Specific method 1
V363,18,Specific method 2
V363,19,Specific method 3
V363,20,Specific method 4
V363,98,Don't know
V364,Variable Label,Contraceptive use and intention
V364,1,Using modern method
V364,2,Using traditional method
V364,3,Non-user - intends to use later
V364,4,Does not intend to use
V364,5,Never had sex
V367,Variable Label,Wanted last child
V367,1,Wanted then
V367,2,Wanted later
V367,3,Wanted no more
V372,Variable Label,NA - Shown pill package
V372,0,Package not seen
V372,1,Package seen
V372A,Variable Label,NA - Shown condom package
V372A,0,Package not seen
V372A,1,Package seen
V375A,Variable Label,NA - Main reason not using a method
V375A,11,Not married
V375A,20,FERTILITY-RELATED
V375A,21,Not having sex
V375A,22,Infrequent sex
V375A,23,"Menopausal, hysterectomy"
V375A,24,"Subfecund, infecund"
V375A,25,"Postpartum, breastfeeding"
V375A,26,Wants more children
V375A,27,Pregnant
V375A,30,OPPOSITION TO USE
V375A,31,Respondent opposed
V375A,32,Husband opposed
V375A,33,Others opposed
V375A,34,Religious prohibition
V375A,40,LACK OF KNOWLEDGE
V375A,41,Knows no method
V375A,42,Knows no source
V375A,50,METHOD-RELATED
V375A,51,Health concerns
V375A,52,Fears side effects
V375A,53,Lack of access
V375A,54,Cost too much
V375A,55,Inconvenient to use
V375A,56,Interferes with body
V375A,96,Other
V375A,98,Don't know
V376,Variable Label,NA - Main reason not to use a method
V376,11,Not married
V376,20,FERTILITY-RELATED
V376,22,Infrequent sex
V376,23,"Menopausal, hysterectomy"
V376,24,"Subfecund, infecund"
V376,26,Wants more children
V376,30,OPPOSITION TO USE
V376,31,Respondent opposed
V376,32,Husband opposed
V376,33,Others opposed
V376,34,Religious prohibition
V376,40,LACK OF KNOWLEDGE
V376,41,Knows no method
V376,42,Knows no source
V376,50,METHOD-RELATED
V376,51,Health concerns
V376,52,Fears side effects
V376,53,Lack of access
V376,54,Cost too much
V376,55,Inconvenient to use
V376,56,Interferes with body
V376,96,Other
V376,98,Don't know
V376A,Variable Label,NA - Would ever use method if married
V376A,0,No
V376A,1,Yes
V376A,8,Don't know
V379,Variable Label,NA - Source known for any method
V379,11,Government hospital
V379,12,Government health center
V379,13,Government primary health care clinic
V379,14,Outreach point
V379,15,Mobile clinic
V379,16,Field worker/community healthcare provider
V379,17,Other public
V379,21,Private hospital
V379,22,Private clinic
V379,23,Pharmacy
V379,24,Private doctor
V379,26,Other private medical
V379,31,Shop
V379,32,Church
V379,33,Friend/relative
V379,34,School
V379,96,Other
V379,98,Don't know
V380,Variable Label,NA - Source known for any method
V380,1,Government clinic/pharmacy
V380,2,Government home/community delivery
V380,3,NGO
V380,4,Private clinic/delivery
V380,5,Pharmacy
V380,6,"Shop, church, friend"
V380,7,Other
V380,8,Don't know
V384A,Variable Label,Heard family planning on radio last few months
V384A,0,No
V384A,1,Yes
V384B,Variable Label,Heard family planning on TV last few months
V384B,0,No
V384B,1,Yes
V384C,Variable Label,Heard family planning in newspaper/magazine last few months
V384C,0,No
V384C,1,Yes
V393,Variable Label,Visited by family planning worker last 12 months
V393,0,No
V393,1,Yes
V394,Variable Label,Visited health facility last 12 months
V394,0,No
V394,1,Yes
V395,Variable Label,"At health facility, told of family planning"
V395,0,No
V395,1,Yes
V3A00A,Variable Label,Source of family planning for non-users: government hospital
V3A00A,0,No
V3A00A,1,Yes
V3A00B,Variable Label,Source of family planning for non-users: goverment health center
V3A00B,0,No
V3A00B,1,Yes
V3A00C,Variable Label,Source of family planning for non-users: government primary health care clinic
V3A00C,0,No
V3A00C,1,Yes
V3A00D,Variable Label,Source of family planning for non-users: outreach point
V3A00D,0,No
V3A00D,1,Yes
V3A00E,Variable Label,Source of family planning for non-users: mobile clinic
V3A00E,0,No
V3A00E,1,Yes
V3A00F,Variable Label,Source of family planning for non-users: fieldworker/community health care provider
V3A00F,0,No
V3A00F,1,Yes
V3A00G,Variable Label,Source of family planning for non-users: other public sector
V3A00G,0,No
V3A00G,1,Yes
V3A00H,Variable Label,NA - Source of family planning for non-users: CS public sector
V3A00H,0,No
V3A00H,1,Yes
V3A00I,Variable Label,NA - Source of family planning for non-users: CS public sector
V3A00I,0,No
V3A00I,1,Yes
V3A00J,Variable Label,Source of family planning for non-users: private hospital
V3A00J,0,No
V3A00J,1,Yes
V3A00K,Variable Label,Source of family planning for non-users: pharmacy
V3A00K,0,No
V3A00K,1,Yes
V3A00L,Variable Label,Source of family planning for non-users: private doctor
V3A00L,0,No
V3A00L,1,Yes
V3A00M,Variable Label,Source of family planning for non-users: private clinic
V3A00M,0,No
V3A00M,1,Yes
V3A00N,Variable Label,Source of family planning for non-users: other private medical sector
V3A00N,0,No
V3A00N,1,Yes
V3A00O,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00O,0,No
V3A00O,1,Yes
V3A00P,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00P,0,No
V3A00P,1,Yes
V3A00Q,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00Q,0,No
V3A00Q,1,Yes
V3A00R,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00R,0,No
V3A00R,1,Yes
V3A00S,Variable Label,Source of family planning for non-users: shop
V3A00S,0,No
V3A00S,1,Yes
V3A00T,Variable Label,Source of family planning for non-users: church
V3A00T,0,No
V3A00T,1,Yes
V3A00U,Variable Label,Source of family planning for non-users: friend/relative
V3A00U,0,No
V3A00U,1,Yes
V3A00V,Variable Label,Source of family planning for non-users: school
V3A00V,0,No
V3A00V,1,Yes
V3A00W,Variable Label,NA - Source of family planning for non-users: CS other
V3A00W,0,No
V3A00W,1,Yes
V3A00X,Variable Label,Source of family planning for non-users: other
V3A00X,0,No
V3A00X,1,Yes
V3A00Y,Variable Label,Source of family planning for non-users: no source
V3A00Y,0,No: knows a source
V3A00Y,1,Yes: knows no source
V3A00Z,Variable Label,Source of family planning for non-users: any source
V3A00Z,0,No
V3A00Z,1,Yes
V3A01,Variable Label,NA - Told sterilization would mean no more children
V3A01,0,No
V3A01,1,Yes
V3A01,8,Don't know
V3A02,Variable Label,Told about side effects
V3A02,0,No
V3A02,1,Yes
V3A03,Variable Label,Told about side effects by health or family planning worker
V3A03,0,No
V3A03,1,Yes
V3A04,Variable Label,Told how to deal with side effects
V3A04,0,No
V3A04,1,Yes
V3A05,Variable Label,Told about other family planning methods
V3A05,0,No
V3A05,1,Yes
V3A06,Variable Label,Told about other family planning methods by health or family planning worker
V3A06,0,No
V3A06,1,Yes
V3A07,Variable Label,First source for current method
V3A07,11,Government hospital
V3A07,12,Government health center
V3A07,13,Government primary health care clinic
V3A07,14,Outreach point
V3A07,15,Mobile clinic
V3A07,16,Field worker/community healthcare provider
V3A07,17,Other public
V3A07,21,Private hospital
V3A07,22,Private clinic
V3A07,23,Pharmacy
V3A07,24,Private doctor
V3A07,26,Other private medical
V3A07,31,Shop
V3A07,32,Church
V3A07,33,Friend/relative
V3A07,34,School
V3A07,96,Other
V3A08A,Variable Label,Reason not using: not married
V3A08A,0,No
V3A08A,1,Yes
V3A08AA,Variable Label,NA - Reason not using: CS
V3A08AA,0,No
V3A08AA,1,Yes
V3A08AB,Variable Label,NA - Reason not using: CS
V3A08AB,0,No
V3A08AB,1,Yes
V3A08AC,Variable Label,NA - Reason not using: CS
V3A08AC,0,No
V3A08AC,1,Yes
V3A08AD,Variable Label,NA - Reason not using: CS
V3A08AD,0,No
V3A08AD,1,Yes
V3A08B,Variable Label,Reason not using: not having sex
V3A08B,0,No
V3A08B,1,Yes
V3A08C,Variable Label,Reason not using: infrequent sex
V3A08C,0,No
V3A08C,1,Yes
V3A08D,Variable Label,Reason not using: menopausal/hysterectomy
V3A08D,0,No
V3A08D,1,Yes
V3A08E,Variable Label,Reason not using: subfecund/infecund
V3A08E,0,No
V3A08E,1,Yes
V3A08F,Variable Label,Reason not using: postpartum amenorrheic
V3A08F,0,No
V3A08F,1,Yes
V3A08G,Variable Label,Reason not using: breastfeeding
V3A08G,0,No
V3A08G,1,Yes
V3A08H,Variable Label,Reason not using: fatalistic
V3A08H,0,No
V3A08H,1,Yes
V3A08I,Variable Label,Reason not using: respondent opposed
V3A08I,0,No
V3A08I,1,Yes
V3A08J,Variable Label,Reason not using: husband/partner opposed
V3A08J,0,No
V3A08J,1,Yes
V3A08K,Variable Label,Reason not using: others opposed
V3A08K,0,No
V3A08K,1,Yes
V3A08L,Variable Label,Reason not using: religious prohibition
V3A08L,0,No
V3A08L,1,Yes
V3A08M,Variable Label,Reason not using: knows no method
V3A08M,0,No
V3A08M,1,Yes
V3A08N,Variable Label,Reason not using: knows no source
V3A08N,0,No
V3A08N,1,Yes
V3A08O,Variable Label,NA - Reason not using: health concerns
V3A08O,0,No
V3A08O,1,Yes
V3A08P,Variable Label,Reason not using: fear of side effects/health concerns
V3A08P,0,No
V3A08P,1,Yes
V3A08Q,Variable Label,Reason not using: lack of access/too far
V3A08Q,0,No
V3A08Q,1,Yes
V3A08R,Variable Label,Reason not using: costs too much
V3A08R,0,No
V3A08R,1,Yes
V3A08S,Variable Label,Reason not using: inconvenient to use
V3A08S,0,No
V3A08S,1,Yes
V3A08T,Variable Label,Reason not using: interferes with body’s processes
V3A08T,0,No
V3A08T,1,Yes
V3A08U,Variable Label,Reason not using: preferred method not available
V3A08U,0,No
V3A08U,1,Yes
V3A08V,Variable Label,Reason not using: no method available
V3A08V,0,No
V3A08V,1,Yes
V3A08W,Variable Label,NA - Reason not using: CS
V3A08W,0,No
V3A08W,1,Yes
V3A08X,Variable Label,Reason not using: other
V3A08X,0,No
V3A08X,1,Yes
V3A08Z,Variable Label,Reason not using: don't know
V3A08Z,0,No
V3A08Z,1,Yes: don't know
V3A09A,Variable Label,NA - How many pill cycles did get last time
V3A09A,998,Don't know
V3A09B,Variable Label,NA - How many condoms did get last time
V3A09B,998,Don't know
V401,Variable Label,Last birth a caesarean section
V401,0,No
V401,1,Yes
V404,Variable Label,Currently breastfeeding
V404,0,No
V404,1,Yes
V405,Variable Label,Currently amenorrheic
V405,0,No
V405,1,Yes
V406,Variable Label,Currently abstaining
V406,0,No
V406,1,Yes
V407,Variable Label,NA - Number of times breastfed during night
V407,96,On demand
V408,Variable Label,NA - Number of times breastfed during day
V408,96,On demand
V409,Variable Label,Gave child plain water
V409,0,No
V409,1,Yes
V409,8,Don't know
V409A,Variable Label,NA - Gave child sugar water
V409A,0,No
V409A,1,Yes
V409A,8,Don't know
V410,Variable Label,Gave child juice
V410,0,No
V410,1,Yes
V410,8,Don't know
V410A,Variable Label,NA - Gave child tea or coffee
V410A,0,No
V410A,1,Yes
V410A,8,Don't know
V411,Variable Label,"Gave child tinned, powdered or fresh milk"
V411,0,No
V411,1,Yes
V411,8,Don't know
V411A,Variable Label,Gave child baby formula
V411A,0,No
V411A,1,Yes
V411A,8,Don't know
V412,Variable Label,NA - Gave child fresh milk
V412,0,No
V412,1,Yes
V412,8,Don't know
V412A,Variable Label,"Gave child fortified baby food (cerelac, etc)"
V412A,0,No
V412A,1,Yes
V412A,8,Don't know
V412B,Variable Label,NA - Gave child other porridge/gruel
V412B,0,No
V412B,1,Yes
V412B,8,Don't know
V412C,Variable Label,Gave child soup/clear broth
V412C,0,No
V412C,1,Yes
V412C,8,Don't know
V413,Variable Label,Gave child other liquid
V413,0,No
V413,1,Yes
V413,8,Don't know
V413A,Variable Label,NA - Gave child CS liquid
V413A,0,No
V413A,1,Yes
V413A,8,Don't know
V413B,Variable Label,NA - Gave child CS liquid
V413B,0,No
V413B,1,Yes
V413B,8,Don't know
V413C,Variable Label,NA - Gave child CS liquid
V413C,0,No
V413C,1,Yes
V413C,8,Don't know
V413D,Variable Label,NA - Gave child CS liquid
V413D,0,No
V413D,1,Yes
V413D,8,Don't know
V414A,Variable Label,NA - Gave child CS foods
V414A,0,No
V414A,1,Yes
V414A,8,Don't know
V414B,Variable Label,NA - Gave child CS foods
V414B,0,No
V414B,1,Yes
V414B,8,Don't know
V414C,Variable Label,NA - Gave child CS foods
V414C,0,No
V414C,1,Yes
V414C,8,Don't know
V414D,Variable Label,NA - Gave child CS foods
V414D,0,No
V414D,1,Yes
V414D,8,Don't know
